tweets,label
ye ducky chutiya hai aap sahi keh rahe ho fauziya,H
ducky tere pate gi bond penchod,H
india ki dhinchak pooja aur cannada ka ye chutiya dona ka account dekhne se accha khudkhushi karlo,H
sala chutiya shaam idris,H
abe chutiya fake admi tu itna bada fake hai ki sab nhi hai tere ko kuch bolu bs itna kahunga apni glti ki mafi mangle sham se wo paka tujhe maaf krdega itna dildaar hai or ager tu nhi sudhra toh kasam se tere gand me se bass daal kr muhh se nikaal dunga tab tu lagega original duck,H
band karo apne bakwas har kase k apne marze hote hai tumre gand q jal rahy hai,H
ganday tatayy dallay ducky chusss h marra kr chutiyann,H
uu madar cjodd tera maka chodddd,H
are laude apne bakchodi bankar aur apne kaam se kaam rakh dusre ke life ungli kyu karra aur unlogo tera kya bigada tha ki thu unke upar roasting ki aur wo copy kare ya scrptd vlogs kare ya fake videos banaye aur gand maraye tujhe kya vasta thu dekna hai dekh varna gand mara sale dusru gand me ungli karra benchod,H
chutiya get a life,H
inthai gandi video,H
gangster alone meri zuban gandi ahh teri maa top ki randi ahh,H
talha mirza tu chutar kariya kar raha hai yaha,H
i m from india ekh dum sahi yah ek number kah nahi doh number kah chutiya hai yah sham,H
sharm nhe ati tmhe ek tw musalman hw itni gandi gandi galiyan bakty hw sham idrees mn hame koi bt achi lgy na lgy ye bt achi lgti k wo kabhi abuse language use nh karty tmhari tarhaan musalmaan hwky galiyaan allah hidayt dy tmhe kisi life mn interfere karny s pehly apny bary mn bhi sochna kal kw koi tmhary sth bhi aesa kryga jaisi karni wesi bharnii bht khty hw na tm sham idrees comments block karta hai dekhty hain tm kitny block karty ho welovesham and queenfroggy,H
teri gand mein keera hy jo tujhe chair raha hai thand program chuss,H
ducky bhai ma ka lora,H
ye india ki tarhan kar rahay hain apas main lar rahay hain you tube per ek dusre ko promote karne k lye ducky bhi chuttu hai,H
skandar keynes bakchodi bandh kar,H
pagal insan hai to bhen chod apny views barhany k liye sham idress ka sahara liya tujhe apna pta nai hai galiyan deta hai subscriber barhany k liye aur video bna sham idress par ja oye ja apna kam kr kahein aur chotiya to tm bna rahe ho logon ko lanat ho tm pr ducky loveushamidress respecthijab,H
pata nhi is chutaya ko kya ho gaya ha ku shaam ke piche par gaya ha us na keya kya ha,H
kutey key bachey bc tu prophet ko iblees ke naam se pukar raha harami chutiye khud to take ki okat nahi hai,H
oye chutiye sale voh jo bhi kare to teri g mai kya dard hai bc,H
kesi chutiya zaban use kr rha ha tu hram zaddy ya to tuu orphan tha jo teri tarbiyat shi sy nhi hui ya phr agy sy smj ja kutty,H
haaaaan tu kuti ka bachs kisi haramdi ke penchod pata nai teri maa ne kya haram kaam kiua he jo tu peda hogya kisi bsdi ke teri pen da chola,H
mein isko galinahin nikalna chahta tha ye khud konsa tees mar khan he ye itni gandi language use krta he apne videos pr views lane keliye gandi phoyos use krta he or phir tweet krta he ke haan meine sexy photo veiws lane keliya lagai he to ye ducky fake nhin to kua tum jaise pagal log inn jaison ka sath dete hein iski bkws languagr use krta he teamsham teamfroggy respecthijaab tinyyoutuber teamrebelzindabad pakistanzindabad,H
chodu jalta h sale koi kamata h to kamane de,H
mst video bhai gand mardi ben ke lodo ki,H
bhai yar u are awsome shamadrees ke jokes se zyada khasi to ap se un ke beizati sunne pe aye hai thants the reall talent to reavel someone starting mein sham wagera sahi the but they go on the other flop side fake u r awsomee man n continue that videos,H
sastii shuhrat hasil karna ka liya tu kia kuch kr raha ha gando dale bahnchood mother fuket ya sb galliyan nahi han ya sb sachai ha or ya sb kuch tere liya ha chutiyaa,H
you are fake penchod tu kuta he,H
hashir nadeem tu chooda hay,H
maa chod diye sham idrees ki,H
yar mujy toh is sham ka start se iske bolny ka style cuptiyapay wala lagta hai bsdk,H
bakwas kitna karta hay randi sala kutta ka bachaa,H
umer shoaib we are here ducky bhai ke paltu janwaron ki gandi zabaanon ka muzahira dekh rhae hain,H
bhai ducky tera gand q jail rai hai,H
i just subscribed this channel to show my support to ducky and hates towrds those chutiyas,H
aabe chl bkl aapni gnd maara bilkl bakwas chutiyapaaa h tu bkl,H
kuuttaa tu h tu bol aapni maa ko jake tu jalta h isse tere s banegi bhi ni aaisi vdo bc jalleelaa sala chuss tatti vdo teri h sale kyu jlra itna over acting bsdk tu sala tatti h bc bkl,H
yeh sab chutiyapa nahi h bhai tu chutiya hai salleee kam bole kr jhuta tu hai sham nahi h bilkl sahi h sham tu jake gnnndd mrraa chtya mc bc sham froggy bst ducky fake hater chutiya aabe sale mc,H
abe bsdk teri aukat bhe nahi hai sham ke samne khade rhene ki ghar se bahar nikalna band hojayega,H
ab ganda gaali deta hai sala toh banned hi hoga comments,H
good yaar bc shaba ducky bhai keep it up ye scam idreees hai hee fake behenchod,H
oo ducky apna chahra dekha hai aisa lagtaa hai ki gadhe ki gandh sujh gai hai,H
froggy ne ye bhi kaha tha ki hijab tutorial pe copyright claim froggy idreas ne dala h fake account tha tu chutiya he gand mrwa tatti ki shakal wale tere lips tatto se bde h,H
shamidrees ki maa ki choot,H
paise kma le apne baap ke sir pe teri gand uske sir pe chl rhi h,H
abe popat jiska dil chahe kch kare teri q jal rahi hai chootya,H
sabse badi baat mkl tujhe koi hk nhi banta khaas kr ki jb tu use janta nhi hai ki vo kaun hai or useh nalla gadha bolne ka bhai vo phir bhi mehnat karta hai teri tarh nhi ek jagah beth ke auro ko galiyan deta hai lauda hai tuh chutiye,H
sale tue apne sakal dhek how horrible u dhubara video mat banaba madar chod very rude video,H
bdk ducky bhai jo bhi hai tu apna kaam kar kisi or pr video bana kr views leke kya fayda dum hai toh tu prank kr vlog bana tb manu tujhe mkl bhai ye jo bhi karta teri jhand toh nhi karta hai or bhai kahin hadd tuk max prank scripted hote hai dum hai tuh bana ke dikha aise prank phatt jaye gi teri bdk apne uper bana auro ko dung karke unki publicity kyun km kr rha hai chutiye,H
tum ek chor ho tu ek chutiyap ho sala you r the motherfucker,H
chutiya aadmi teri baaton aur gaaliyon se hi pataa chall gya tu kis muhally se hai bakwass aadmi,H
my video kutta chood,H
sala pakistan sy e views ly k pakistanis ki e insult kr rha chootya,H
madarchod bhosdika hai tu gandu,H
chutiya ha dono bc bharwy,H
abey chutiye pehle apny awaz toh mou se nikal pher dosro pe ungli utha chutiya sala,H
mr ducky here is a chutya himself for his own publicity he s messing another persons hard work ducky your name is a no name so how the hell can you criticize another persons personality look at the way you speak sham idrees and froggy are hardworking people its not easy to face stupidities like you ducky murdabad,H
abe chutia achi soch rak bc,H
bsdk ab tune kuch bhi bola sham idrees ko toh tu chutiya hai sab se bada,H
abey oye iblees kay tatton ka jhantay gand nai marwao,H
fahad bilal aik kaam kar munnay apni maa ya behn ko tu use kar views kay liay ya even better honay wali bv ko nachwa aur duniya ko dekha duniya kay liay baby islam ki baat na karo na chod kay rakh dunga pakistan may jahan kaheen bhi hoga bharway tattay,H
phla ma b in chuthiyo ka thra sa fan tha shuru ma kuch thk funny clip nikala tha ab to sirf chuthiyapa hi hta or jb sa inho na accident ki video bnae h zehr lgna lga hain,H
chutiye sun hi tughe tan karega bhosdike nahi to tu tan kaha se karega madarchod,H
abdullah naseer because they don t have their own lives in ka randi rona feminism kay ird gird ghoomta hai bass respecthijab,H
sham sy panga nhe le tere gand marlega beta wo apna kan kr bache,H
abhy koty k bache pele apne youtube cannel ka name to acha rakh randi bhai,H
like if you are with ducky bhai teamducky odalley respecthijab,H
sahi choddha tum ny in ko,H
finally kisi ny sham idrees jaisy tatti beghair tattoo walay jhant ky baal ko bezzat kr hi dya subscribed man awesome video,H
yr bhai tuje hai kya jo ji kare hume hasata hai bas wl bot hai tu har kesi ko bolta hai tu hai kon bhai tu mere lan k pas bi ni a skta gandu tu gandi gali deta hai wo kya chutia gandu tuje hai kya gandu lol ek bat bolu nikal yr totle,H
lo ji is ki kami baki ti youtube par bhanchod youtube hi bnd kr daini chahiya aby barwo apni larai youtube par hi kyun karty ho koi kam kaj kr ky paisy kama lo,H
nikl randi ka bacha muje to fake lag rah ha,H
kujlee ko candain visa chaliye tha or tu saala tinyyoutubers loray ka bacha,H
suha iqbal aur manoo queen donou ki maa ki choot aur sham idrees ki maa ka bhosda,H
respecthijab pakistanyoutubearmy shamchutiya,H
teri maa ka bhosda porkistani,H
pan k loray teri gaand mein kyun kharish horhi hai ye ham pakistaniyon ka issue hai ham khud resolve kr lein ge tu apne bund pesh na krwa bhosri k,H
samira saba oi bsdk,H
chutiaaaaaaaaaaaaaa tata,H
gandu insan kia bakwas kar raha ha tu,H
you are the crap dallay bsdk you are the odds bad,H
sham idress was always a chutiya idk how he got so many subs,H
dek bhai teri maa ko me ga krke chudo hippo ki nak waly zaban teri sahe chal nh rahi teri maa ki kus me lund maron logo k pichy baten krta hai teri maa logo se chudwati hai kya logo ko galia de raha hai teri bhn ki kus teri maa ko ga krke bhr choron maa k lund,H
ufff ufff uff qurban jaon or pakri b na dun teri maa ki kus me thnda charaon teri bhen ko lund du tuj jese muje bhen ka rishta dete hai tu damki de raha hai apni id bta tu teri maa ki kus agr me tujse milne na aya to me larka nh hnga teri maa ko chudon pathan se panga bhoot menga parega ab apni id bta apni maa ki kus me himt dal k bhn k lore im waiting matrchd,H
ro chudi hui gand ro,H
de na fb teri maa ko lore lagaon,H
randi k bache to khud chutiya he copy,H
bhosdi ka land gandu,H
randi ka bacha khud chuss he,H
maadarchod dunky,H
queen xoxo sham k nam sy apni chut main ungaly deti hogi rat ko tu,H
teri maa ki chut gandu,H
aapko kya hai woh ben karta hai na uske subscribers hai aap ki to nahi hai na aur aap uske itna jhoot kyun ho videos ba a band kar do bahut jyada gussa aata hai you are a fake aap pakistani kal aane ke layak nahi ho understand aap please kisi ke baare mein aisi baatein na kya kare bahut hai ganda lagta hai maa baap tameez seek kar aao,H
chalo k chutiya sorry i mean scame idrees subscribers,H
ducky bahi ap ko pata ha jo insan kalma parta ha wo muslman hota ha ha or ap us ko he ibless kha rhay ho galtiyan sab say hoti hain na ap aklay may smja b saktay thay allah ap ki is naki say pata nahi kitna kush hota magar apnay chand viewer k liay mu say kitnay ganday alfaz nikaly,H
tum bhot gandi sooch key ho shame on you hate you tinyyoutuber spreadlovenothate teamshroggy pakistanistandunited,H
sham idrees jayse bachy hoty hain jab unky laan ky upr baal any lagty hain tou khush ho ky kheny lagty hain meri choot agaaiiii,H
suar ma ki chut teri behen ki chut teri sham bhai ko galat mat bol gandu tere gand mardunga allah maaf kare teri shakal suar jesi hai tu chutiya gandiye negative baat kar raha hai sham bhai ko,H
joke itni gandi gali de kar bol rahay ho mazak wow amazing,H
karney do uney jo karein woh aapki gand mein q kujli ho rai hai pta hai wo fake hain,H
beta tm to bt krty huy bhi jahil lag rhy ho or future may bhi jahil hi raho gy tinnyyoutuber pehly tm apna bt krny ka tareeqa teekh kro bt krny to ati nhe tmhy lannat pri hai tm py koi bhi educated person kesi ho gaali nhe dy ga or na hi kesi ki personal life interfere kry ga tm to waisy bhi jahil ho or sabh se bry jahil wo log hain jo esy support kr rhy hain or ese ki video ko like kr rhy hain jahliyat or chutiyo ki sach may kami nhe,H
froggy shyaam ka chutiyapa band karwao,H
bc daky back chod,H
dukie bahan ho jo be karta he tere ko kya problem he bhanchoodo eik dosri ke peche pari he,H
chup kar bay chutiye,H
ohhh bhaaii gand maar di jaani tumne toh bht alaa,H
bhai jan maan wo ghlt ha but why u use abusive language yar kisky lya apni zuban q gandi krr rhyy oo so plz next bhai apki is video ki waja sy pakistani apas ma lara rhy ha why kia apny video pakistanio ko larny ky lya bni thi ya in chawalo sy jan chorwny ky lya bni thi so plz logo ko ak message dy as a pakistani ky wo na apas ma larai krry thnku agr koi baat buri lgy tuh sorry,H
yeh waahid youtuber hai jiski videos k start mein shaam idrees production ka barra barra naam upper nichay chutiyape wale music aur rang barrange colors me dekhte he menay isko kafi saal pehle reject kar dia tha aur aaj yeh aakhir zaleel hona shuru ho chuka hai hayeyyyy kitna perfect andaaza tha iski shakal dekh k lagta ha k yeh apne apko kitna pasand karta hai ek asal youtuber reality pasand karta ha thats all,H
ganduuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,H
bhai gand phaar de dono ki aur froggy ko to chodd de phuddi mar de dalli ki,H
javed tv chutiye wo fairness cream ka bol rhi hai or tu kya bakwaas kr rha hai damagh to thk hai tera haji sanaullah ka beta mat ban phudu,H
jaa by chutiye batakh k mu waly,H
ahsen aftab javed and fatima bb ji hm janty hein k idrees payghambar ka naam hey isi liay ham is jhotey admi ko iblees kehtey hein ham nahi chahtey k paghambar ka naam is k gandey kaam ki waja sey beech mein aaey so please be careful aap log bhi care kro and say iblees to him he is real iblees dont use adrees,H
ahsen aftab to us iblees ko bolo apne naam ka he lehaz krle or awaam ko chutiya mat banae wrna naam change krle or wese bhi aksar musalmanon ka naam sahaba or prophet ke naam pe he hota hai but unfortunately naam ka lehaaz kon rkhta hai jo bomb blast me pakre jaate hain unke naam bhi aisai hote hain to baat wo kro jo hazam ho ghatiya soch mat batao apni,H
bc mc chutiyan sala harami kuti ka mu wala,H
maderchod tum koun ho stop it,H
o kusry mou band kar chuteya,H
shahriyar maderchode to me bro did i insult you at the first place or what stop swearing and nothing is confirmed yet,H
abey battak duck teri gand main kyun mirchi lagrahi hai sham vedios copy kerta hai ya fake vedios banata hai ya jo bhee kerta hai teri gand main kyun mirchi lagrahi hai vo drama kerta hai abey too apna kaam ker apni vedio bana gandu world main itne youtuber kise ko kise se koi problem nahi hai too gandu pata nahi koon se waqt ka born hai bc apni gand kahi or mara maa ke lore bhoat gali deta hai gandu apni surat dekhi hai tatti shakal abey too apni vedios bana usse apni vedios ba e de love you sham and froggy from london,H
respecthijab sham idrees tu ny bht chutiya pan kr liya ab bs r khuda ka wasta hy yeh ganne gana r unfunny videos nkalna bnd kr de r apne relationship ko froggy k sath personal rkh saly kmre my le ke jaa k jitna chod skta hy chod ho sky to bnd bhi mar pr hmari jaaan bkhsh de is dramy se plz plz plz i beg u,H
madarchod apna channel chala bhen na chuda bosrhi k,H
chutya salee saryyy galian dene ke elawa ap ko kuch ataaa ha,H
million views finally sach ki jeet hui still tranding on number,H
dhek bhai waise to me teri video pe comment karna bhi pasand na kro magar tera drama mughe majboor kar raha hai bhai tu ik baat bata tu hota kon hn kisi ko judge karne wala or mere bhai baat sun is pure drame ki shuruwaat tune ki hai agar tu ye drama shoro na karta na to tujhe na views milte na hi tu itna paisa kama pata samjha or tu kia sham or froggy pe ungli utha raha hai beta tu apne gireban me jhank k tu kia kar raha hai filhal tu indian youtubers ko follow kar raha hai galli do chutye dhekenge meri baat sun famous to nasir khan jaaan bhi hai famous to tahis shah bhi hai famous to dhinchak pooja bhi hn or famous noman khan bhi hn magar ye log negativity me famous hai m they don t have fucking real content or tu bhi inhi ki tarha gallyan baak baak k famous hasil kar raha hai or haaan beta tu jo paisa kamma raha hai na reaction videos de kar wo tu usi wajah se kamma raha hai k tu in logo k real content pe react karta hai agar ye log na ho to tujhe koi pouche bhi na so beta barra ho ja tinyyoutuber pakistanistandsunited,H
tere se bada chutiya aaj tak maine nhi dekha ganduu dusre ko badnaam karta hai aur ha hijab ki baat ku la raha hai jaise india me neta vote pane ke liye religious game karte hai waise tu like and view pane ke liye islamic cheese ko beech me la raha hai love u sham idress,H
backchod tera pura channel to sirf shaam ke videos par hain aur baat karta hain,H
bakwas kr rha he chutiya appa isi ka he,H
tmy kci ek sy problem ho tu samjh b ay tm hr insan k khilaf ho hr kci k burian sunaty ho r gandi gandi galian dyty ho insan ko apna gehrban jhankna chahyia phly apni zuban ko pak kro itni gandi galian day k tm kon c acha kam kr ry bs allah hidyat day itna jealous,H
hahahahaha shabash ducky gand mar di iblees chutiye ki,H
ducky tu bund paaaar diti ay is phen choday di crying his bitch ass now ducky tenu aik chumi ithay tae aik chumi ithay he,H
bahan k lorha ha to b saly sb aps m fame lene k liye lgy ho gando,H
ducky they r scripted drama fake and chutiye as samo bhai said baboon ki phitti mein muu maarna chahiye inn ka,H
tujhay kia to kyon hero banrha ha tm logo ki gand jalrhi hai bhailog,H
madarchod hai tu bhi ducky sham beshak chuss videos banata hai lekin tu uss ka naam le kr he hamesha videos banata hai kyn k uss ka naam le kr teri videos pr views ziada aaengy ye sab krny sy teri koi izzat nhi barhegi bsdk lanti tu ny har baar tweets mn sham ki behn k baray mn galat aur fazool baatain ki abay loru tu uss ki family ko beech mn kyn laa rha hai mtlb hadh hoti hai chutyapay ki kanjar garak hoja aur tere jo ye views aaye hain na ye bhi sham idrees ki waja sy he aaye hain lanti kahin ka bc jealous hota hai sham sy,H
yar tu kitna chutiya hai ducky,H
oye lanti oye ullu k pathay tu jalta q hai froggysis or shambhai se woh pakistan ka name roshan kr rahay hain woh bhi canada mai rehtay hue tu lanti galain de raha hai un ko sharam kr agar hai beghairat kuttay bc itni galiyan sunnay ga ya or do lanti ka bacha tu hai kya cheez pakistan ka name dubone wala gandu,H
abe chutiye kyu sham bhai ko badham krta hai sale mc bc,H
randi ka baccha teri maa ka,H
gaand marwa le madarchod bhosdike maa chuda,H
areee madarchode teri maa kaa bhosada teri teri gaand jal rahi saff dekh rha teri maa chod raha hai kyaa woh jo itni ma chuda rha behen ke lawde,H
main na bhahut sidih lagki aur agar sham idrees aur froggy ke baare mein mere kaano mein koyi bhi gandi words gaaye to main bahut khatarnak sherni bhi baan sakti ho aaj tak mene kabhi bhi gaali nahi di leken thu mere samne ajja mene gaali nahi di na to mera naam maryum nahi challenge,H
madrchod ki olaad bhrwy k bchy teri maa ko chodun,H
sale ducky tere maa baap ne tamez nahi cakiya bsdk,H
chutmarike ko kaam dhana nahi hai dusri ki life mein ungli karne ke alava d d he s trying to get some views money d feeling bad for this dickhead hahahaha,H
ye saary mil kar humko pagal bna rhy madarchod,H
aae bsdk kisike success par itne jala nahi karte fame chahiye to acha video bana bakchod launda,H
sharam ker salee tu hameee chutiyan nhi bana saktha beghairath k dislikes hai or phir comments tho zara pero apne,H
to gandu admi sham jb sal se vloging kar ra tha tb kha gand de ra tu barwe jo abi teri gand me atni agg lagi hui ha ky fake or drama ha bdsk ayaj ky waqat me sb fake he to hain tu bhy fake he ha tu kon sa dhood ka dhula ha bhai tu apna kam kar us ko apna karna de pata ni q dono ek dusry ki gand me gussy huy ho or hijab bdsk ky hijab froggy ka tuja kea jesa marzi kary wo tu ne tori us ki qabar me jana ha jawab dena bc log apny kam se kam rako bs wohi bat ha as world sb me muskil kam apne kam se kam rakhna ha agar sham gandu ha to tu us se bara gandu,H
chootiyaaaa ducky,H
tu ny mere city faisalabad k baary main bola k pendu han saaly tu fsld aa teri gaand na mari toh main b pathan ni,H
chutiye tum pakistaniyon ko bol rahe ho k jaag jao mujhe samj hi nahi aaraha k kya ye country ka masla hai tu chutiye sirf apni baton mein galiyan de rahe ho deen logon tab sikhana jab khud thik hojao,H
famous q ho rha ha khud ki videos vlogs bna k famous ho na ducky biggestchootiyaaaa,H
tu sb se bera gandu hai,H
ducky chootiyaaa,H
boht awla saad koi awwal chutiya hai ye shaam maaro iski,H
i was intrested about what you had to say lekin aap ki zubaan bohat gandi hai,H
tujhe bs gaali deni aati h jo bhi apni video bnata h na kisi se panga to ni leta tere jese delle ki trah hn agr usne scripted drama or fake jese alfaz ban kr rakhe hn to us ki mrzi wo jo bhi kare use kia h tu to jis thali me kha raha h usi ched kr raha h or sb se bari teri chuttiyapa chiz h wo h kisi ki maa behen ke bare me aise gnde alfaz use krna mera to dil kr raha h tere khilaf bhi aik video bnaun galiyan bhr ke jo tjhe aik sbk sikha de pr kya karen maa baap ne hamen tere jese gnde alfaz ni sikhae or sb se bari baat tere ghr me maa behen ni h kia or sb se bari baat tjhe jalan h us se or shayad tjhe ye ni pata k tjhe aik aurat ne hi peda kya h khudda k waste gender ka hi khyal rkh le dil to kr raha h tjhe galiyan du bhar bhar kr or sb se bare wo chuttiya log jo tjhe itni value derahe hn tere jese gnde insaan ke lia to mera aik view bhi glti se mil gya tjhe teri video ki asliat jo btani thi tere in fake friends ko,H
ow chuttu is ka kaam roast karna hy logon ko or sham idrees jese chutiye ko nahi karega roast to kisy karega,H
ducky bhai you are the best bro app ne bilkul sahi kia hai ye shaam chutya sirf views k pchy bhaagta hai or apne app ko bht bara smjhta hai app ne ye video bilkul sahi banai hai i am with you respecthijab,H
or tum likes or shorat hasil karna ka liyagandi galiaor sasti batan karta ho wo etertai n karta ha ogo ko uun ka ears napak nahe karta,H
bc mc chutiya teri ma ka,H
teriii maaa ki chuttt dockyy washal tuuu jalta a shaam sa iblees tu oga kutta,H
teri maki chut mera chus tu madar choad ke baache,H
chup chutiye gand jalri kiya teri shaam idrees,H
ducky bhai masan masan rupe akhatay kie hain pls btado ye shadi krle beauty cream kahan se milegi bec mein croron pakistanion ko chutia bna kr teeke nhi lgwa skta,H
bhanchod dalaa maderchod to chutiana pan gali ku apne volg main ku nikalta hai ager himet hai tu jawab dena dala ka bacha maa ka dood piya hai to jawab de an,H
assalamu alaikum bhai jaan aap jo koi bhi hona apni video ko na samjhana doston ke ungli mat karo delay kaminey kutte haramjade bhenchod teri amma ki ac galiyan dunga main tumhe isliye moopan karke chup chup apni videos bana kyunki teri videos in se zyada kharab hoti hai tum logo ki videos dekhna toh hasne ko kya laat marne ko chahta hai dil sanjana isliye aage galliyan tum apni yeh wali video youtube paise hatao varna tumhari dash dash dash dash dash dash dash ki chut,H
please kitni ghatya language use krty ho ap nam dekho upna jna nh qabar me apko kiya galiyon sy kisi ki burai ho puri ya nh lkn khd insan zarur ganda hojata h afsos bro,H
salay chutiyay pehlay bolna to seekh ay tera arrdday phasta hai mera lulla choos to theek ho jaiy ga,H
bravi boys abey gandu lanat hai tujhpe,H
princess kub tum gande logon ko support kar skti ho ham gandi baten bhi nai kar skte wah,H
bravi boys first of all i am not at all supporting any wrong person tumhari language se hi lagta hai ki tu kitna bada chutia hai ibliss sham nhi tumhara ducky bhai hai jal jal k marr raha hai isse zyaad toh shaam k kutte ko bhi views mil jate hai tinywithmind tinyyoutuber,H
tere ma ko choodo chutiya,H
gandu a saly tu bohat bara,H
kutte ke bacche badak ki gaand u r fake only for likes subscriptions and comments this is fake fake fake fake tu carry minati ki copy kar raha hai par wo ye sab nahi karta jaise ke kisiki buraai samjha badak ki gaand himmat hai to reply kar samjha mai hamesha sham aur froggy ke saath hi rahunga kyu ki that is real and u r faaaaaaaakkkkkkkeeeee,H
mc chutiya insaan bhadve jhattu jitni gali do utna kaam hai iske liye shakal dekh apni chuzzaaa dikhta h sale paise kabar me leke jayega itna views ke liye kyu roota hai hawas bhari hai kya tere andar views or paiso ki bheek mang le usse acha tinyoutubers,H
dekh saale saare comments sham bhai k liye hai thu chutiya hai chutiya tha aur chutiya rahega surat dekh muh me bulla rakh le mera saale koi ladki ki izzath karrna seekh aur last time thu pehle tere baap ki aulaad hai ya nhi isliye baath pe rahe nhi saktha madarchod,H
jhoet na bool oor je gande lafas na bool kute,H
shadi kr le bc ja ja k gand pe teeke lgwa le to scam ablees,H
itni gandi galiyan sharm kro beshram,H
and tum chutiya ko kuch kam nhi bas unki taati ke khabar nhi hai baki sab pata tum ko taati ko and bootle b kase hai tum muu mai laant rakha hai kya chutiya india se hai mai sham and forgy ke fan hai bool kya karage tum chutiya,H
bht bht bht bht bht gandy ho ap shrm ani chahye apko i love sham froggy,H
tinyyoutubers spreadlove pakistanistandsunited shame on u saad itni gandi galiyan deke boht ache se represent kia hai pakistani culture ko apne kisi ki maa behn ya kisi aurat par ungli utha kar ap apne ap ko mard kehte ho shame on u ducky,H
bhag yaha se behenchod,H
chup bait bhanchod tu fake video banata hai madarchod chutiya saaala naikal chutiya,H
ohh tu tu dosro k batien krta vo bhi esy gandy words ma astagfirullah mene tere video pr terekhilaf comment likha or tune bhi delete kr dya sharam kr sharam ducky tinyyoutubers,H
punjabi vevo aaja canada feer bsdk,H
chul bay chutiye ducky fuck maa k loray,H
where can i report these guys on youtube i really want them vanished sasty chutiye canadian respecthijab mandiki,H
sharam kr sharam kr chal man liya man liya dono achyy nhi hai sham and froggy pr jo bhi to sharam kr apny language deakh sharm kro ap muslim ho koi thory se to sharm kro ap kya kya bakwas kr rhy kya kya bakwas bol rhy ho vo to chalo attention leny k liye jhoot bol rha theek hai tu tum kon sa bara nek kam kr rhy tu kotty etc itny gandy words use kr rhy tujhy haq kis ne diya kisi k bary ma bhi esy bakwas krna sharm kr mjhy to tere video sun kr sharam a rhy k tu bhonk kiya rha hai lanat tere oper lakh de lanat ducky lakh de lanat to zindagii ka intahiye ganda insan hai astagfirullah itny bakwass lanat tere oper ducky,H
saale ducky teri bhen ko ek din k liye mujhe de naa mai samjhaunga usko tere baare me usko ch dke kiu bhadwike kya kara hai sham ne jo tu unlog k piche pada hua hai madarjaat teri bhen ko wazan bana kar bhejunga tere paas agr tune agli baar sham ki bhen k baare me kuch bhi bola toh aur froggy k baare me bura bhala bola toh teri amma meri sunaaa maaadrchoood saale maiyya ke laude chutiye paikahane randi baaz,H
bhi teri kiyu gaand jal rahi hai wo log banate hai to aur waise bhi camere ke age har video jhuti hoti hai bol na land ke baal to unlogo ke zarrye apna youtube channel age lejana chahta hi aur paisa kamna chta hi abe jhat ke mude hue baal agr zara si shram hi na to apne balboote pe banao video apne doosro ka sahra lena chor tum sale pakistani ho he isiliye poori duniya me badnaam chutto harkat karke mat banao video,H
sham iblees gaand phatee ka bharva uski wall py ja kr sb gpkb likh kr sawab kmayn froggy tatti,H
abhe ja chootiya tu jalta hai sham see,H
ducky bhai nai bc ki chod di,H
madarchod salle mere bhai hai,H
hazrat ali r a ka farman mafhoom hai k ik ganday insan ki misal aik mskhi c hai jo saaf chezon ko chor kar peshab oy ja bethti hai,H
youtubers chootiya banatey hein it s the tiny minds of awaam who follow them and watch everyday just get off youtube and do something productive,H
tu fame k liye doosron lo nicha dikha rha hai kis qism ka insan nahi haiwan hai tu aor gandi galiyan nikal rha hai men punjbi hun tu mery samny nethta to dekhta tu itna kesy bolta,H
abe ja ke apni ma chuda matherchod ducy,H
madra chod chopay bayt,H
abe ek baat sun vo jo bhi kar rahe hai khud ka kar rahe hai teri tarah kisi ke naam pr hate dal kar nahi kar rahe kuch pehle khud ka kuch naya la phir chutiyapa chodna yahan samjha bhadue tiny youtubers,H
jahil insan taraf hijab ki bt krta hai r khud galiyan deta hai sharam tou ati in r hn but acha tareeka nikala hai apne views barhane ka r popular hone ka ediot acting bhi bht achi kri hai video me sum mental chutia,H
tinyyoutuber duckyischutia,H
tuu jo galiyaa daa rhaa gandii gandii woo kuch nahi hai tinyyoutubers pakistanstandunited shameshameduckybhai,H
ducky chutoye sharam kr gandu k bachy apni shkl dekhi taty jaisi shkl ha gandu lahorio tmhri maan ka phuda,H
welldone bro chutiye ki shakal hi dekh kar ghussa ata hai bc bawasir ka zakhm respecthijab,H
simmy aaftab chutya hi rhio tera bhi ilaaj hojaiga tnsion na le likes ache khase agayen hain video pr,H
that s why starting today new channels will need to have subscribers and hours of watch time within the past months to be eligible for ads we will begin enforcing these new requirements for existing channels in ypp beginning february th policy regarding monetization and sham meets all the criterion and i just clicked on several of his videos and pretty much all of them have ads so either you are insane or just another gandu and if he does not make money from ads on youtube then who pays for his house and cars you or your parents retard,H
unsubscribe karo sham idreas ko bahut chutiya bana liya usney,H
chup chutiye sab mileke fraud bol rahe ho apne aapko samajhta kia h chutiyaa sala,H
ducky bhai abe chutiye teri itni gand maarunga naa chutiye kuch samaj nahi aaye tu kuch bola maat kar pehle rostinging ka basic learn karke aa abe video bana raha hai ki blowjob le raha hai,H
